Functioning Day,Holiday,Hour,Humidity(%),Rainfall(mm),Seasons,Snowfall (cm),Solar Radiation (MJ/m2),Temperature(°C),Visibility (10m),Wind speed (m/s)
0.1866692303500189,0.22774388520711367,-1.6612299454039616,-1.0424233804413798,-0.13179236064461372,1.3496935399906618,-0.17188128115354528,-0.6550943220505608,-1.513870820727524,0.9258184997242327,0.45844960650922223
0.1866692303500189,0.22774388520711367,-1.5167751675427477,-0.9933132879788565,-0.13179236064461372,1.3496935399906618,-0.17188128115354528,-0.6550943220505608,-1.5389862991227903,0.9258184997242327,-0.8925105487671461
0.1866692303500189,0.22774388520711367,-1.3723203896815335,-0.9442031955163334,-0.13179236064461372,1.3496935399906618,-0.17188128115354528,-0.6550943220505608,-1.5808454297815677,0.9258184997242327,-0.6995162408705221
0.1866692303500189,0.22774388520711367,-1.2278656118203195,-0.8950931030538102,-0.13179236064461372,1.3496935399906618,-0.17188128115354528,-0.6550943220505608,-1.5975890820450787,0.9258184997242327,-0.7960133948188342
0.1866692303500189,0.22774388520711367,-1.0834108339591055,-1.091533472903903,-0.13179236064461372,1.3496935399906618,-0.17188128115354528,-0.6550943220505608,-1.5808454297815677,0.9258184997242327,0.5549467604575339
0.1866692303500189,0.22774388520711367,-0.9389560560978913,-1.0424233804413798,-0.13179236064461372,1.3496935399906618,-0.17188128115354528,-0.6550943220505608,-1.6143327343085896,0.9258184997242327,-0.21703047112896204
0.1866692303500189,0.22774388520711367,-0.7945012782366773,-1.1406435653664262,-0.13179236064461372,1.3496935399906618,-0.17188128115354528,-0.6550943220505608,-1.6310763865721005,0.9258184997242327,-0.41002477902558604
0.1866692303500189,0.22774388520711367,-0.6500465003754633,-0.9933132879788565,-0.13179236064461372,1.3496935399906618,-0.17188128115354528,-0.6550943220505608,-1.6980509956261443,0.9258184997242327,-0.7960133948188342
0.1866692303500189,0.22774388520711367,-0.5055917225142492,-1.0424233804413798,-0.13179236064461372,1.3496935399906618,-0.17188128115354528,-0.6435834808937395,-1.7147946478896552,0.9258184997242327,-0.6030190869222101
0.1866692303500189,0.22774388520711367,-0.36113694465303514,-1.5335243050666116,-0.13179236064461372,1.3496935399906618,-0.17188128115354528,-0.39034497544366986,-1.6227045604403452,0.8074555990941066,-1.182002010612082
0.1866692303500189,0.22774388520711367,-0.2166821667918211,-1.6808545824541814,-0.13179236064461372,1.3496935399906618,-0.17188128115354528,0.09311035314282683,-1.371549776487681,0.919242783022559,-0.5065219329738981
0.1866692303500189,0.22774388520711367,-0.07222738893060703,-1.828184859841751,-0.13179236064461372,1.3496935399906618,-0.17188128115354528,0.42692474669064584,-1.1203949925350165,0.8206070324974539,-0.41002477902558604
0.1866692303500189,0.22774388520711367,0.07222738893060703,-1.7299646749167046,-0.13179236064461372,1.3496935399906618,-0.17188128115354528,0.622609046356609,-0.9362148176363962,0.9258184997242327,-0.31352762507727416
0.1866692303500189,0.22774388520711367,0.2166821667918211,-1.631744489991658,-0.13179236064461372,1.3496935399906618,-0.17188128115354528,0.6801632521407155,-0.8776120347141079,0.9258184997242327,-0.12053331718064994
0.1866692303500189,0.22774388520711367,0.36113694465303514,-1.5826343975291348,-0.13179236064461372,1.3496935399906618,-0.17188128115354528,0.5075006347883954,-0.8273810779235751,0.9258184997242327,0.26545529861259803
0.1866692303500189,0.22774388520711367,0.5055917225142492,-1.091533472903903,-0.13179236064461372,1.3496935399906618,-0.17188128115354528,-0.033508899582208,-0.9027275131093743,0.9258184997242327,1.4234211459923425
0.1866692303500189,0.22774388520711367,0.6500465003754633,-0.20755180857848546,-0.13179236064461372,1.3496935399906618,-0.17188128115354528,-0.3788341342868485,-0.9780739482951736,-1.0584040150057985,2.3883926854754627
0.1866692303500189,0.22774388520711367,0.7945012782366773,-0.011111438728392676,-0.13179236064461372,1.3496935399906618,-0.17188128115354528,-0.56300759279599,-1.0115612528221953,0.9258184997242327,-0.12053331718064994
0.1866692303500189,0.22774388520711367,0.9389560560978913,0.3817693009717929,-0.13179236064461372,1.3496935399906618,-0.17188128115354528,-0.6550943220505608,-1.0283049050857065,0.9258184997242327,-0.31352762507727416
0.1866692303500189,0.22774388520711367,1.0834108339591055,0.921980318059548,-0.13179236064461372,1.3496935399906618,-0.17188128115354528,-0.6550943220505608,-1.0785358618762393,0.9258184997242327,-0.024036163232338054
0.1866692303500189,0.22774388520711367,1.2278656118203195,1.0202005029845944,-0.13179236064461372,1.3496935399906618,-0.17188128115354528,-0.6550943220505608,-1.1036513402715058,0.7827966614628303,-0.21703047112896204
0.1866692303500189,0.22774388520711367,1.3723203896815335,1.1184206879096408,-0.13179236064461372,1.3496935399906618,-0.17188128115354528,-0.6550943220505608,-1.145510470930283,0.41126866781826765,-0.8925105487671461
0.1866692303500189,0.22774388520711367,1.5167751675427477,1.2166408728346871,-0.13179236064461372,1.3496935399906618,-0.17188128115354528,-0.6550943220505608,-1.1538822970620386,-0.09341758903518685,-0.21703047112896204
0.1866692303500189,0.22774388520711367,1.6612299454039616,1.2657509652972103,-0.13179236064461372,1.3496935399906618,-0.17188128115354528,-0.6550943220505608,-1.1873696015890605,-0.282469444208305,-0.6995162408705221
0.1866692303500189,0.22774388520711367,-1.6612299454039616,1.41308124268478,-0.13179236064461372,1.3496935399906618,-0.17188128115354528,-0.6550943220505608,-1.2292287322478377,-0.7279742507466964,-0.6030190869222101
0.1866692303500189,0.22774388520711367,-1.5167751675427477,1.3639711502222567,-0.13179236064461372,1.3496935399906618,-0.17188128115354528,-0.6550943220505608,-1.2627160367748598,-0.7345499674483701,-1.0855048566637704
0.1866692303500189,0.22774388520711367,-1.3723203896815335,1.3639711502222567,-0.13179236064461372,1.3496935399906618,-0.17188128115354528,-0.6550943220505608,-1.321318819697148,-0.29726480678707073,-0.21703047112896204
